source,target
фронт,кризис
фронта,кризиса
озеро,обсуждение
озеру,обсуждению
использование,принятие
использования,принятия
операцию,характеристику
операция,характеристика
федеральная,совместная
федеральный,совместный
горячая,индивидуальная
горячий,индивидуальный
слеза,темнота
слезу,темноту
канал,минимум
канала,минимума
рост,эксперимент
росту,эксперименту
секунда,погода
секунду,погоду
общение,воспитание
общения,воспитания
продажа,тенденция
продажу,тенденцию
морская,практическая
морское,практическое
положительное,соседнее
положительный,соседний
район,статус
района,статуса
тюрьма,религия
тюрьму,религию
единственная,независимая
единственный,независимый
действие,объяснение
действия,объяснения
положение,сотрудничество
положения,сотрудничества
соглашение,путешествие
соглашения,путешествия
прежний,существенный
прежняя,существенная
наука,империя
науку,империю
правда,цивилизация
правду,цивилизацию
полезная,денежная
полезный,денежный
югом,разумом
югу,разуму
невозможное,редкое
невозможный,редкий
категорию,ставку
категория,ставка
объект,стакан
объекта,стакана
стремление,окончание
стремления,окончания
бутылка,забота
бутылку,заботу
небольшая,популярная
небольшое,популярное
кухню,субботу
кухня,суббота
центральная,очевидная
центральный,очевидный
нарушение,вещество
нарушения,вещества
месяц,коллектив
месяца,коллектива
гражданская,деревянная
гражданский,деревянный
задний,коммерческий
задняя,коммерческая
теорию,кампанию
теория,кампания
ухо,заболевание
ухом,заболеванием
множества,утверждения
множество,утверждение
устройстве,приложении
устройство,приложение
резкая,удивительная
резкий,удивительный
охрана,пятница
охрану,пятницу
отсутствие,кольцо
отсутствия,кольца
точная,обязательная
точный,обязательный
западная,сельская
западный,сельский
строгая,семейная
строгий,семейный
постоянная,противоположная
постоянный,противоположный
основная,окружающая
основное,окружающее
внешний,уникальный
внешняя,уникальная
связей,эмоций
связи,эмоции
прошлой,рекламной
прошлый,рекламный
длинная,воздушная
длинный,воздушный
институтом,менеджером
институту,менеджеру
музыкальная,разумная
музыкальный,разумный
степеней,инвестиций
степени,инвестиции
женская,успешная
женский,успешный
выступление,облако
выступления,облака
литературная,таковая
литературное,таковое
здоровью,указанию
здоровья,указания
свободная,вынужденная
свободный,вынужденный
лодка,атмосфера
лодку,атмосферу
дождь,отель
дождя,отеля
материал,архив
материала,архива
аппарат,аспект
аппарате,аспекте
эффект,океан
эффекта,океана
детский,налоговый
детское,налоговое
существование,сохранение
существования,сохранения
тела,умения
тело,умение
демократию,стадию
демократия,стадия
происхождение,телевидение
происхождению,телевидению
ума,вуза
уму,вузу
анализ,двигатель
анализа,двигателя
достойное,длительное
достойный,длительный
комитет,талант
комитета,таланта
иностранные,голые
иностранный,голый
технологию,дискуссию
технология,дискуссия
имелся,осуществлялся
иметься,осуществляться
острая,непонятная
острый,непонятный
кровати,совести
кровать,совесть
килограмм,наркотик
килограмма,наркотика
обращение,сообщество
обращения,сообщества
стратегию,премию
стратегия,премия
судебная,рыночная
судебный,рыночный
механизм,сценарий
механизма,сценария
реакцию,ассоциацию
реакция,ассоциация
языке,темпе
языком,темпом
декабрь,маршрут
декабря,маршрута
электронная,необычная
электронный,необычный
лишнее,демократическое
лишний,демократический
материальная,бесплатная
материальный,бесплатный
капитал,аргумент
капитала,аргумента
понедельник,запрос
понедельника,запроса
система,нужда
систему,нужду
диван,формат
дивана,формата
британский,достаточный
британское,достаточное
ценная,существующая
ценный,существующий
уход,пистолет
ухода,пистолета
отличные,промышленные
отличный,промышленный
регистрацию,бомбу
регистрация,бомба
оценка,башня
оценку,башню
мировое,верховное
мировые,верховные
абсолютное,жестокое
абсолютный,жестокий
привычка,свадьба
привычки,свадьбы
целая,качественная
целый,качественный
республика,карточка
республику,карточку
трудная,аналогичная
трудный,аналогичный
камень,препарат
камня,препарата
весело,тяжело
корабль,сезон
корабля,сезона
историческая,исходная
исторический,исходный
исключение,обязательство
исключения,обязательства
прибыли,активности
прибыль,активность
обратная,минимальная
обратный,минимальный
вокзал,код
вокзала,кода
отношение,страдание
отношения,страдания
революцию,гарантию
революция,гарантия
достижение,изделие
достижения,изделия
психологическая,нервная
психологический,нервный
ограничений,тест
крайний,явный
крайняя,явная
милицию,пулю
милиция,пуля
изменение,воображение
изменении,воображении
разнообразная,идеальная
разнообразный,идеальный
давление,стихотворение
давлением,стихотворением
куча,методика
кучи,методики
произведение,одиночество
произведения,одиночества
потенциал,салон
потенциала,салона
сознание,столетие
сознания,столетия
скромная,объективная
скромный,объективный
вершина,трагедия
вершину,трагедию
вагон,четверг
вагона,четверга
тема,частота
тему,частоту
направление,финансирование
направлению,финансированию
публикацию,идеологию
публикация,идеология
земного,отрицательного
земную,отрицательную
задание,убеждение
заданию,убеждению
телевизор,литр
телевизора,литра
природная,крупнейшая
природный,крупнейший
праздник,учебник
праздника,учебника
зарубежного,правового
зарубежные,правовые
страшная,потенциальная
страшный,потенциальный
заказ,идеал
заказу,идеалу
магазин,парламент
магазина,парламента
понятное,эмоциональное
понятный,эмоциональный
сигнал,городок
сигнала,городка
тайное,приличное
тайный,приличный
злая,итальянская
злое,итальянское
фраза,пенсия
фразу,пенсию
предложение,единство
предложения,единства
могила,статистика
могилу,статистику
влияние,десятилетие
влиянии,десятилетии
бесконечные,печальные
бесконечный,печальный
ожидание,улучшение
ожидания,улучшения
условие,яблоко
условием,яблоком
прогресс,автомат
прогресса,автомата
стандартные,выгодные
стандартный,выгодный
рамка,корпорация
рамок,корпораций
меч,миф
меча,мифа
причина,маска
причину,маску
дикая,письменная
дикий,письменный
германская,инвестиционная
германский,инвестиционный
потребностей,студий
выход,авторитет
выхода,авторитета
мягкая,подлинная
мягкий,подлинный
светлая,предварительная
светлый,предварительный
одинокие,экологические
одинокий,экологический
портрет,вклад
портрета,вклада
проявлялась,наблюдалась
проявляться,наблюдаться
союз,металл
союза,металла
боевая,теоретическая
боевое,теоретическое
катастрофа,рубашка
катастрофу,рубашку
качество,окружение
качеству,окружению
замечательная,справедливая
замечательный,справедливый
скорое,окончательное
скорый,окончательный
горький,удачный
горькую,удачную
довольные,критические
довольный,критический
спокойное,негативное
спокойный,негативный
прозрачные,оперативные
прозрачный,оперативный
фонд,прогноз
фонда,прогноза
еврейский,публичный
еврейское,публичное
лестница,тонна
лестницу,тонну
предел,сахар
пределом,сахаром
следствие,вооружение
следствия,вооружения
длина,справка
длину,справку
вторник,съезд
вторника,съезда
труп,гнев
трупа,гнева
трудовая,церковная
трудовое,церковное
честное,недавнее
честный,недавний
польза,долина
пользу,долину
юные,законные
юный,законный
цепи,благодарности
цепь,благодарность
продолжение,отчаяние
продолжения,отчаяния
мобильная,революционная
мобильный,революционный
производственная,взаимная
производственный,взаимный
возможностей,легенд
возможностью,легендой
соответствие,установление
соответствия,установления
смешной,цифровой
смешные,цифровые
перспектива,тарелка
перспективу,тарелку
сексуальная,благородная
сексуальный,благородный
письме,познании
письмо,познание
уважаемого,муниципального
уважаемый,муниципальный
горные,виртуальные
горный,виртуальный
возможная,тесная
возможный,тесный
громкий,законодательный
громкое,законодательное
толстая,электрическая
толстый,электрический
ближайшее,гигантское
ближайший,гигантский
нож,словарь
ножа,словаря
дурно,медленно
сухая,вредная
сухое,вредное
активная,технологическая
активный,технологический
областная,нравственная
областные,нравственные
структура,поставка
структуру,поставку
северная,закрытая
северный,закрытый
мокрая,математическая
мокрый,математический
офис,указ
офиса,указа
нацию,лампу
нация,лампа
крутого,актуального
крутые,актуальные
рубежи,ветераны
мечта,прогулка
мечту,прогулку
рисовать,комментировать
рисуют,комментируют
количества,уничтожения
количество,уничтожение
появление,расследование
появления,расследования
понятие,соотношение
понятия,соотношения
ветка,мышца
ветки,мышцы
участие,укрепление
участия,укрепления
свеча,пещера
свечах,пещерах
великолепная,энергетическая
великолепный,энергетический
образовательная,всемирная
образовательный,всемирный
большая,совершенная
больший,совершенный
компонент,греческий
компонента,греческого
уверенные,талантливые
уверенный,талантливый
богатства,препятствия
богатство,препятствие
диалог,матч
диалога,матча
различие,подтверждение
различия,подтверждения
дневник,департамент
дневника,департамента
статью,элиту
статья,элита
формула,батарея
формулу,батарею
возникновение,послание
возникновения,послания
туалет,рассвет
туалета,рассвета
конкурс,склон
конкурса,склона
сомнение,перо
сомнению,перу
городская,модная
городское,модное
ужас,толк
ужаса,толка
королевские,книжные
королевский,книжный
занятие,любопытство
занятия,любопытства
масштаб,подвиг
масштабом,подвигом
сюжет,нерв
сюжета,нерва
спальню,иллюзию
спальня,иллюзия
работник,гений
работника,гения
типичная,радостная
типичный,радостный
нижний,социалистический
нижняя,социалистическая
население,продвижение
населения,продвижения
будущая,наибольшая
будущий,наибольший
домик,протест
домика,протеста
храм,запрет
храма,запрета
ядерное,повышенное
ядерный,повышенный
контекст,бассейн
контекста,бассейна
игрушка,заявка
игрушку,заявку
карта,валюта
карту,валюту
младшая,системная
младший,системный
грозного,неизбежного
грозный,неизбежный
доска,копейка
доски,копейки
восторг,баланс
восторга,баланса
собрание,подозрение
собранию,подозрению
температура,виза
температуры,визы
потолка,фрагмента
потолок,фрагмент
освобождение,семейство
освобождению,семейству
важнейшая,атомная
важнейший,атомный
классические,благоприятные
классический,благоприятный
усилие,обещание
усилия,обещания
пункте,следователе
пункту,следователю
стиль,приезд
стиля,приезда
трудности,ветви
трудность,ветвь
истинная,скрытая
истинный,скрытый
уголовное,коллективное
уголовный,коллективный
дальнейшая,биологическая
дальнейший,биологический
отраслей,миль
отраслях,милях
избирательная,посторонняя
избирательный,посторонний
грязная,либеральная
грязный,либеральный
привычная,бумажная
привычный,бумажный
бумага,выплата
бумагу,выплату
июнь,снимок
июня,снимка
торговлю,ложку
торговля,ложка
обучение,топливо
обучения,топлива
моральная,бессмысленная
моральный,бессмысленный
национальные,строительные
национальный,строительный
просьба,монета
просьбу,монету
несчастью,голосованию
несчастья,голосования
полгода,опрос
полугода,опроса
сетевая,фундаментальная
сетевые,фундаментальные
бесполезен,присущ
бесполезный,присущий
элемент,вирус
элемента,вируса
телефонные,бурные
телефонный,бурный
автобус,минус
автобусом,минусом
момент,арест
момента,ареста
кадр,тариф
кадра,тарифа
деловая,нефтяная
деловой,нефтяной
колесе,разделении
колесо,разделение
ученик,робот
ученика,робота
подарка,локтя
подарок,локоть
преобразование,посольство
преобразования,посольства
равновесие,регулирование
равновесия,регулирования
несчастная,формальная
несчастный,формальный
замечание,спокойствие
замечанию,спокойствию
объединение,привлечение
объединению,привлечению
недвижимость,популярность
недвижимостью,популярностью
космос,чемпионат
космоса,чемпионата
конкуренцию,артиллерию
конкуренция,артиллерия
одежда,доставка
одежду,доставку
библиотека,гипотеза
библиотеку,гипотезу
алкоголь,отъезд
алкоголя,отъезда
сектор,лозунг
сектором,лозунгом
полномочие,развлечение
полномочия,развлечения
настоящая,принципиальная
настоящий,принципиальный
банк,турнир
банка,турнира
собеседнике,проспекте
собеседники,проспекты
налог,грузовик
налога,грузовика
металлическая,контрольная
металлический,контрольный
конференцию,аварию
конференция,авария
воскресенье,побережье
воскресенья,побережья
спорт,желудок
спорта,желудка
ограниченные,стеклянные
ограниченный,стеклянный
знак,тезис
знака,тезиса
опытные,значимые
опытный,значимый
реализацию,компенсацию
реализация,компенсация
поведение,христианство
поведению,христианству
готовности,рукописи
готовность,рукопись
поглядеть,хватить
претензий,таблеток
претензия,таблетка
вино,изготовление
вину,изготовлению
вещь,медаль
вещью,медалью
мнение,ведомство
мнению,ведомству
всеобщая,педагогическая
всеобщий,педагогический
театральном,правительственном
театральный,правительственный
римские,оптимальные
римский,оптимальный
памятник,развод
памятника,развода
искреннее,безопасное
искренний,безопасный
ствол,капитализм
ствола,капитализма
вечерний,могучий
вечерняя,могучая
специальная,фантастическая
специальный,фантастический
машина,картошка
машину,картошку
небесное,загадочное
небесный,загадочный
драгоценные,студенческие
драгоценный,студенческий
поток,конгресс
потока,конгресса
ужасная,идеологическая
ужасный,идеологический
флаг,штраф
флага,штрафа
документ,приоритет
документа,приоритета
газета,льгота
газетой,льготой
административная,повседневная
административный,повседневный
изображать,анализировать
внедрение,усиление
внедрения,усиления
благодарное,неверное
благодарный,неверный
песню,квалификацию
песня,квалификация
философские,незначительные
философский,незначительный
виноватого,незаконного
виноватый,незаконный
малейшие,снежные
малейший,снежный
характерная,президентская
характерный,президентский
мудро,скучно
немалое,действительное
немалый,действительный
философию,церемонию
философия,церемония
распространение,возбуждение
распространения,возбуждения
прекрасное,предстоящее
прекрасный,предстоящий
просмотр,экспорт
просмотра,экспорта
приятная,конституционная
приятный,конституционный
грязи,стабильности
грязь,стабильность
забавная,альтернативная
забавный,альтернативный
полицию,интерпретацию
полиция,интерпретация
отличие,железо
отличия,железа
контракт,госпиталь
контракта,госпиталя
сочетание,разнообразие
сочетанием,разнообразием
коммунистическая,первичная
коммунистический,первичный
всевозможный,кожаный
всевозможными,кожаными
ручка,биография
ручку,биографию
видные,гордые
видный,гордый
община,травма
общину,травму
мудрый,скучный
глобальное,непрерывное
глобальный,непрерывный
обработка,интеллигенция
обработку,интеллигенцию
неприятное,полноценное
неприятный,полноценный
правление,совершенство
правления,совершенства
продукцию,речку
продукция,речка
подразделение,величество
подразделения,величества
гостиница,каша
гостиницу,кашу
игрового,фашистского
игровые,фашистские
выпуск,диагноз
выпуска,диагноза
мер,иллюстрациям
мерой,иллюстрацией
круглая,сибирская
круглый,сибирский
тревога,интеграция
тревогу,интеграцию
упражнение,предпочтение
упражнения,предпочтения
инициатива,машинка
инициативу,машинку
критерий,топор
критерия,топора
строительства,воплощения
строительство,воплощение
ориентировались,распространялись
ориентироваться,распространяться
конверт,бензин
конверта,бензина
вход,коммунизм
входа,коммунизма
решающие,подземные
решающий,подземный
принцесс,дур
принцесса,дура
режим,сосуд
режима,сосуда
семинар,хаос
семинара,хаоса
ложная,трагическая
ложный,трагический
базовая,воинская
базовый,воинский
класс,ритуал
классу,ритуалу
квадратные,организационные
квадратный,организационный
любопытная,наивная
любопытный,наивный
опыт,дефицит
опыта,дефицита
отверстие,поддержание
отверстия,поддержания
своеобразная,крестьянская
своеобразный,крестьянский
выполнение,программирование
выполнению,программированию
утреннее,столичное
утренний,столичный
мрачная,телевизионная
мрачный,телевизионный
транспорт,алгоритм
транспорту,алгоритму
зле,освоении
злу,освоению
свойственной,относительной
свойственный,относительный
дурного,медленного
обычаев,кирпичей
обычай,кирпич
опасностей,клиник
опасностях,клиниках
нити,невозможности
нить,невозможность
сопротивление,раздражение
сопротивлением,раздражением
марка,инфляция
марку,инфляцию
страхового,локального
страховые,локальные
трубка,ширина
трубку,ширину
субъективная,нелепая
субъективный,нелепый
величина,модернизация
величину,модернизацию
поэма,крыса
поэмам,крысам
пожилая,газовая
пожилые,газовые
производство,разочарование
производству,разочарованию
известие,общежитие
известия,общежития
творчестве,гражданстве
творчество,гражданство
банковский,должный
банковского,должного
одеяло,мужество
одеялу,мужеству
волшебные,стабильные
волшебный,стабильный
секретное,жирное
секретный,жирный
невидимое,условное
невидимый,условный
мощная,адекватная
мощный,адекватный
земельные,таможенные
земельный,таможенный
собственности,продолжительности
собственность,продолжительность
публиковать,прятать
славное,радикальное
славный,радикальный
приговор,овощ
приговоры,овощи
сновидение,колебание
сновидений,колебаний
космические,виновные
космический,виновный
расположение,проживание
расположения,проживания
сервис,симптом
сервиса,симптома
мороз,переулок
мороза,переулка
транспортное,сомнительное
транспортный,сомнительный
бюджетная,болезненная
бюджетный,болезненный
билет,терроризм
билета,терроризма
резерв,обряд
резервом,обрядом
самостоятельное,видимое
самостоятельный,видимый
разработка,делегация
разработкой,делегацией
результат,трамвай
результате,трамвае
площадь,зависть
площадью,завистью
праздничные,роскошные
праздничный,роскошный
свобода,окраина
свободе,окраине
обширная,парламентская
обширный,парламентский
ванна,нота
ванне,ноте
губа,альтернатива
губы,альтернативы
христианская,специализированная
христианский,специализированный
лужа,героиня
лужу,героиню
многочисленная,перспективная
многочисленный,перспективный
перечень,гараж
перечне,гараже
подход,ген
подхода,гена
конечной,преступной
конечный,преступный
употребление,крыльцо
употребления,крыльца
финский,концентрацию
финского,концентрация
образец,спектр
образца,спектра
торжественная,чудовищная
торжественный,чудовищный
функционирование,недоумение
функционированием,недоумением
танк,ислам
танка,ислама
наилучшего,долгосрочного
наилучший,долгосрочный
фрукт,отклик
фруктов,откликов
абстрактные,регулярные
абстрактный,регулярный
указанной,неудачной
указанный,неудачный
куртка,паника
куртку,панику
снижение,сходство
снижения,сходства
позитивный,осторожный
позитивными,осторожными
заметное,этническое
заметный,этнический
карандаш,плакат
карандаши,плакаты
отдел,заработок
отдела,заработка
элементарная,новейшая
элементарный,новейший
невероятное,примитивное
невероятный,примитивный
сформировал,угадал
сформировать,угадать
жуткая,влажная
жуткий,влажный
обыкновенная,отвратительная
обыкновенный,отвратительный
послышаться,пригодиться
дворец,импульс
дворца,импульса
основание,приготовление
оснований,приготовлений
поражение,наследие
поражению,наследию
особенные,убитые
особенный,убитый
проявление,нетерпение
проявлением,нетерпением
экран,энтузиазм
экрана,энтузиазма
маркетинг,допрос
маркетинга,допроса
чеченские,авиационные
чеченский,авиационный
виска,сеанса
висок,сеанс
латинская,недостаточная
латинский,недостаточный
гениального,смертельного
гениальный,смертельный
жизненное,чрезвычайное
жизненный,чрезвычайный
вероятности,кисти
вероятность,кисть
густая,пенсионная
густые,пенсионные
сравнение,равенство
сравнения,равенства
предоставление,писание
предоставления,писания
медный,усталый
медным,усталым
ящик,континент
ящика,континента
специфический,агрессивный
специфическое,агрессивное
чудесный,уличный
чудесным,уличным
жилищная,индийская
жилищный,индийский
суждений,сокровищ
суждения,сокровища
средний,колоссальный
средняя,колоссальная
станцию,формулировку
станция,формулировка
точка,аналогия
точку,аналогию
рассуждение,содействие
